area,areaid,daydiff,daytotal,referencedate,totaldistinctpersons,totalvaccinations
ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ,701,11,89,2021-01-21T00:00:00,1112,1112
ΑΝΑΤΟΛΙΚΗΣ ΑΤΤΙΚΗΣ,901,68,346,2021-01-21T00:00:00,1343,1569
ΑΝΔΡΟΥ,1201,0,0,2021-01-21T00:00:00,0,0
ΑΡΓΟΛΙΔΑΣ,1001,28,185,2021-01-21T00:00:00,821,821
ΑΡΚΑΔΙΑΣ,1002,51,144,2021-01-21T00:00:00,837,837
ΑΡΤΑΣ,401,29,137,2021-01-21T00:00:00,888,888
ΑΧΑΪΑΣ,702,51,536,2021-01-21T00:00:00,3346,3647
ΒΟΙΩΤΙΑΣ,801,-7,144,2021-01-21T00:00:00,759,759
ΒΟΡΕΙΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,902,-83,2105,2021-01-21T00:00:00,18480,18480
ΓΡΕΒΕΝΩΝ,301,20,56,2021-01-21T00:00:00,372,372
ΔΡΑΜΑΣ,101,43,188,2021-01-21T00:00:00,842,842
ΔΥΤΙΚΗΣ ΑΤΤΙΚΗΣ,903,39,194,2021-01-21T00:00:00,852,1082
ΔΥΤΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,904,87,523,2021-01-21T00:00:00,3942,4157
ΕΒΡΟΥ,102,45,325,2021-01-21T00:00:00,2014,2014
ΕΥΒΟΙΑΣ,802,-29,384,2021-01-21T00:00:00,1689,1689
ΕΥΡΥΤΑΝΙΑΣ,803,2,31,2021-01-21T00:00:00,271,271
ΖΑΚΥΝΘΟΥ,601,18,107,2021-01-21T00:00:00,446,446
ΗΛΕΙΑΣ,703,21,205,2021-01-21T00:00:00,1155,1155
ΗΜΑΘΙΑΣ,201,63,183,2021-01-21T00:00:00,1066,1066
ΗΡΑΚΛΕΙΟΥ,1301,29,484,2021-01-21T00:00:00,4253,4253
ΘΑΣΟΥ,103,0,0,2021-01-21T00:00:00,0,0
ΘΕΣΠΡΩΤΙΑΣ,402,12,99,2021-01-21T00:00:00,562,562
ΘΕΣΣΑΛΟΝΙΚΗΣ,202,140,1267,2021-01-21T00:00:00,12626,12841
ΘΗΡΑΣ,1202,6,24,2021-01-21T00:00:00,107,107
ΙΘΑΚΗΣ,602,0,0,2021-01-21T00:00:00,0,0
ΙΚΑΡΙΑΣ,1101,8,25,2021-01-21T00:00:00,106,106
ΙΩΑΝΝΙΝΩΝ,403,57,351,2021-01-21T00:00:00,3309,3569
ΚΑΒΑΛΑΣ,104,113,231,2021-01-21T00:00:00,1095,1095
ΚΑΛΥΜΝΟΥ,1203,68,80,2021-01-21T00:00:00,243,243
ΚΑΡΔΙΤΣΑΣ,501,49,243,2021-01-21T00:00:00,1134,1134
ΚΑΡΠΑΘΟΥ,1204,6,18,2021-01-21T00:00:00,45,45
ΚΑΣΤΟΡΙΑΣ,302,33,86,2021-01-21T00:00:00,494,494
ΚΕΑΣ-ΚΥΘΝΟΥ,1205,0,0,2021-01-21T00:00:00,0,0
ΚΕΝΤΡΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,905,94,1863,2021-01-21T00:00:00,24757,25282
ΚΕΡΚΥΡΑΣ,603,37,247,2021-01-21T00:00:00,848,848
ΚΕΦΑΛΛΗΝΙΑΣ,604,-17,117,2021-01-21T00:00:00,618,618
ΚΙΛΚΙΣ,203,12,195,2021-01-21T00:00:00,813,813
ΚΟΖΑΝΗΣ,303,24,151,2021-01-21T00:00:00,1148,1148
ΚΟΡΙΝΘΙΑΣ,1003,48,107,2021-01-21T00:00:00,546,546
ΚΩ,1206,-18,48,2021-01-21T00:00:00,308,308
ΛΑΚΩΝΙΑΣ,1004,35,181,2021-01-21T00:00:00,953,953
ΛΑΡΙΣΑΣ,502,76,341,2021-01-21T00:00:00,2497,2763
ΛΑΣΙΘΙΟΥ,1302,8,238,2021-01-21T00:00:00,1233,1233
ΛΕΣΒΟΥ,1102,-79,267,2021-01-21T00:00:00,1646,1646
ΛΕΥΚΑΔΑΣ,605,22,63,2021-01-21T00:00:00,268,268
ΛΗΜΝΟΥ,1103,-24,13,2021-01-21T00:00:00,269,269
ΜΑΓΝΗΣΙΑΣ,503,27,100,2021-01-21T00:00:00,856,856
ΜΕΣΣΗΝΙΑΣ,1005,195,294,2021-01-21T00:00:00,1136,1136
ΜΗΛΟΥ,1207,0,0,2021-01-21T00:00:00,0,0
ΜΥΚΟΝΟΥ,1208,0,0,2021-01-21T00:00:00,0,0
ΝΑΞΟΥ,1209,1,32,2021-01-21T00:00:00,132,132
ΝΗΣΩΝ,906,-12,6,2021-01-21T00:00:00,88,88
ΝΟΤΙΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,907,-6,250,2021-01-21T00:00:00,1934,1934
ΞΑΝΘΗΣ,105,14,116,2021-01-21T00:00:00,888,888
ΠΑΡΟΥ,1210,0,0,2021-01-21T00:00:00,0,0
ΠΕΙΡΑΙΩΣ,908,-81,496,2021-01-21T00:00:00,4230,4230
ΠΕΛΛΑΣ,204,81,245,2021-01-21T00:00:00,1083,1083
ΠΙΕΡΙΑΣ,205,5,99,2021-01-21T00:00:00,713,713
ΠΡΕΒΕΖΑΣ,404,29,70,2021-01-21T00:00:00,516,516
ΡΕΘΥΜΝΟΥ,1303,19,142,2021-01-21T00:00:00,785,785
ΡΟΔΟΠΗΣ,106,20,101,2021-01-21T00:00:00,569,569
ΡΟΔΟΥ,1211,3,97,2021-01-21T00:00:00,702,702
ΣΑΜΟΥ,1104,20,64,2021-01-21T00:00:00,348,348
ΣΕΡΡΩΝ,206,31,139,2021-01-21T00:00:00,989,989
ΣΠΟΡΑΔΩΝ,504,0,0,2021-01-21T00:00:00,0,0
ΣΥΡΟΥ,1212,-6,42,2021-01-21T00:00:00,289,289
ΤΗΝΟΥ,1213,0,0,2021-01-21T00:00:00,0,0
ΤΡΙΚΑΛΩΝ,505,67,216,2021-01-21T00:00:00,1184,1184
ΦΘΙΩΤΙΔΑΣ,804,91,209,2021-01-21T00:00:00,1149,1149
ΦΛΩΡΙΝΑΣ,304,32,95,2021-01-21T00:00:00,473,473
ΦΩΚΙΔΑΣ,805,13,60,2021-01-21T00:00:00,270,270
ΧΑΛΚΙΔΙΚΗΣ,207,36,114,2021-01-21T00:00:00,502,502
ΧΑΝΙΩΝ,1304,65,354,2021-01-21T00:00:00,1757,1757
ΧΙΟΥ,1105,16,50,2021-01-21T00:00:00,403,403
ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ,701,17,106,2021-01-22T00:00:00,1218,1218
ΑΝΑΤΟΛΙΚΗΣ ΑΤΤΙΚΗΣ,901,73,419,2021-01-22T00:00:00,1718,1988
ΑΝΔΡΟΥ,1201,0,0,2021-01-22T00:00:00,0,0
ΑΡΓΟΛΙΔΑΣ,1001,-13,172,2021-01-22T00:00:00,993,993
ΑΡΚΑΔΙΑΣ,1002,-5,139,2021-01-22T00:00:00,976,976
ΑΡΤΑΣ,401,26,163,2021-01-22T00:00:00,1051,1051
ΑΧΑΪΑΣ,702,-40,496,2021-01-22T00:00:00,3835,4143
ΒΟΙΩΤΙΑΣ,801,12,156,2021-01-22T00:00:00,915,915
ΒΟΡΕΙΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,902,270,2375,2021-01-22T00:00:00,20855,20855
ΓΡΕΒΕΝΩΝ,301,-2,54,2021-01-22T00:00:00,426,426
ΔΡΑΜΑΣ,101,-26,162,2021-01-22T00:00:00,1004,1004
ΔΥΤΙΚΗΣ ΑΤΤΙΚΗΣ,903,73,267,2021-01-22T00:00:00,1119,1349
ΙΚΑΡΙΑΣ,1101,-5,18,2021-01-23T00:00:00,147,147
ΔΥΤΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,904,177,700,2021-01-22T00:00:00,4612,4857
ΕΒΡΟΥ,102,-18,307,2021-01-22T00:00:00,2321,2321
ΕΥΒΟΙΑΣ,802,-108,276,2021-01-22T00:00:00,1965,1965
ΕΥΡΥΤΑΝΙΑΣ,803,5,36,2021-01-22T00:00:00,307,307
ΖΑΚΥΝΘΟΥ,601,-22,85,2021-01-22T00:00:00,531,531
ΗΛΕΙΑΣ,703,-19,186,2021-01-22T00:00:00,1341,1341
ΗΜΑΘΙΑΣ,201,32,215,2021-01-22T00:00:00,1281,1281
ΗΡΑΚΛΕΙΟΥ,1301,15,499,2021-01-22T00:00:00,4752,4752
ΘΑΣΟΥ,103,0,0,2021-01-22T00:00:00,0,0
ΘΕΣΠΡΩΤΙΑΣ,402,23,122,2021-01-22T00:00:00,684,684
ΘΕΣΣΑΛΟΝΙΚΗΣ,202,282,1658,2021-01-22T00:00:00,15156,15412
ΘΗΡΑΣ,1202,-6,18,2021-01-22T00:00:00,125,125
ΙΘΑΚΗΣ,602,0,0,2021-01-22T00:00:00,0,0
ΙΚΑΡΙΑΣ,1101,-2,23,2021-01-22T00:00:00,129,129
ΙΩΑΝΝΙΝΩΝ,403,6,357,2021-01-22T00:00:00,3652,3926
ΚΑΒΑΛΑΣ,104,-4,227,2021-01-22T00:00:00,1322,1322
ΚΑΛΥΜΝΟΥ,1203,-31,49,2021-01-22T00:00:00,292,292
ΚΑΡΔΙΤΣΑΣ,501,10,253,2021-01-22T00:00:00,1387,1387
ΚΑΡΠΑΘΟΥ,1204,12,30,2021-01-22T00:00:00,75,75
ΚΑΣΤΟΡΙΑΣ,302,17,103,2021-01-22T00:00:00,597,597
ΚΕΑΣ-ΚΥΘΝΟΥ,1205,0,0,2021-01-22T00:00:00,0,0
ΚΕΝΤΡΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,905,237,2100,2021-01-22T00:00:00,26765,27382
ΚΕΡΚΥΡΑΣ,603,-21,226,2021-01-22T00:00:00,1074,1074
ΚΕΦΑΛΛΗΝΙΑΣ,604,-19,98,2021-01-22T00:00:00,716,716
ΚΙΛΚΙΣ,203,-25,170,2021-01-22T00:00:00,983,983
ΚΟΖΑΝΗΣ,303,20,171,2021-01-22T00:00:00,1319,1319
ΚΟΡΙΝΘΙΑΣ,1003,20,127,2021-01-22T00:00:00,673,673
ΚΩ,1206,0,48,2021-01-22T00:00:00,356,356
ΛΑΚΩΝΙΑΣ,1004,-36,145,2021-01-22T00:00:00,1098,1098
ΛΑΡΙΣΑΣ,502,34,375,2021-01-22T00:00:00,2780,3138
ΛΑΣΙΘΙΟΥ,1302,-3,235,2021-01-22T00:00:00,1468,1468
ΛΕΣΒΟΥ,1102,17,175,2021-01-22T00:00:00,908,908
ΛΕΥΚΑΔΑΣ,605,14,77,2021-01-22T00:00:00,345,345
ΛΗΜΝΟΥ,1103,35,48,2021-01-22T00:00:00,317,317
ΜΑΓΝΗΣΙΑΣ,503,63,163,2021-01-22T00:00:00,1019,1019
ΜΕΣΣΗΝΙΑΣ,1005,-75,219,2021-01-22T00:00:00,1355,1355
ΜΗΛΟΥ,1207,0,0,2021-01-22T00:00:00,0,0
ΜΥΚΟΝΟΥ,1208,0,0,2021-01-22T00:00:00,0,0
ΝΑΞΟΥ,1209,-3,29,2021-01-22T00:00:00,161,161
ΝΗΣΩΝ,906,12,18,2021-01-22T00:00:00,106,106
ΝΟΤΙΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,907,86,336,2021-01-22T00:00:00,2270,2270
ΞΑΝΘΗΣ,105,6,122,2021-01-22T00:00:00,1010,1010
ΠΑΡΟΥ,1210,0,0,2021-01-22T00:00:00,0,0
ΠΕΙΡΑΙΩΣ,908,198,694,2021-01-22T00:00:00,4924,4924
ΠΕΛΛΑΣ,204,-41,204,2021-01-22T00:00:00,1287,1287
ΠΙΕΡΙΑΣ,205,62,161,2021-01-22T00:00:00,874,874
ΠΡΕΒΕΖΑΣ,404,-6,64,2021-01-22T00:00:00,580,580
ΡΕΘΥΜΝΟΥ,1303,0,142,2021-01-22T00:00:00,927,927
ΡΟΔΟΠΗΣ,106,-5,96,2021-01-22T00:00:00,665,665
ΡΟΔΟΥ,1211,3,100,2021-01-22T00:00:00,802,802
ΣΑΜΟΥ,1104,-10,54,2021-01-22T00:00:00,402,402
ΣΕΡΡΩΝ,206,28,167,2021-01-22T00:00:00,1156,1156
ΣΠΟΡΑΔΩΝ,504,0,0,2021-01-22T00:00:00,0,0
ΣΥΡΟΥ,1212,21,63,2021-01-22T00:00:00,352,352
ΤΗΝΟΥ,1213,0,0,2021-01-22T00:00:00,0,0
ΤΡΙΚΑΛΩΝ,505,62,278,2021-01-22T00:00:00,1462,1462
ΦΘΙΩΤΙΔΑΣ,804,12,221,2021-01-22T00:00:00,1370,1370
ΦΛΩΡΙΝΑΣ,304,23,118,2021-01-22T00:00:00,591,591
ΦΩΚΙΔΑΣ,805,-4,56,2021-01-22T00:00:00,326,326
ΧΑΛΚΙΔΙΚΗΣ,207,23,137,2021-01-22T00:00:00,639,639
ΧΑΝΙΩΝ,1304,5,359,2021-01-22T00:00:00,2116,2116
ΧΙΟΥ,1105,24,74,2021-01-22T00:00:00,477,477
ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ,701,38,144,2021-01-23T00:00:00,1362,1362
ΑΝΑΤΟΛΙΚΗΣ ΑΤΤΙΚΗΣ,901,47,466,2021-01-23T00:00:00,2134,2454
ΑΝΔΡΟΥ,1201,0,0,2021-01-23T00:00:00,0,0
ΑΡΓΟΛΙΔΑΣ,1001,-25,147,2021-01-23T00:00:00,1140,1140
ΑΡΚΑΔΙΑΣ,1002,34,173,2021-01-23T00:00:00,1149,1149
ΑΡΤΑΣ,401,33,196,2021-01-23T00:00:00,1247,1247
ΑΧΑΪΑΣ,702,72,568,2021-01-23T00:00:00,4313,4711
ΒΟΙΩΤΙΑΣ,801,-25,131,2021-01-23T00:00:00,1046,1046
ΒΟΡΕΙΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,902,-737,1638,2021-01-23T00:00:00,22493,22493
ΓΡΕΒΕΝΩΝ,301,-12,42,2021-01-23T00:00:00,468,468
ΔΡΑΜΑΣ,101,-14,148,2021-01-23T00:00:00,1152,1152
ΔΥΤΙΚΗΣ ΑΤΤΙΚΗΣ,903,-43,224,2021-01-23T00:00:00,1342,1573
ΔΥΤΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,904,125,825,2021-01-23T00:00:00,5381,5682
ΕΒΡΟΥ,102,-51,256,2021-01-23T00:00:00,2577,2577
ΕΥΒΟΙΑΣ,802,-35,241,2021-01-23T00:00:00,2206,2206
ΕΥΡΥΤΑΝΙΑΣ,803,-18,18,2021-01-23T00:00:00,325,325
ΖΑΚΥΝΘΟΥ,601,5,90,2021-01-23T00:00:00,621,621
ΗΛΕΙΑΣ,703,-21,165,2021-01-23T00:00:00,1506,1506
ΗΜΑΘΙΑΣ,201,-16,199,2021-01-23T00:00:00,1480,1480
ΗΡΑΚΛΕΙΟΥ,1301,-39,460,2021-01-23T00:00:00,5212,5212
ΘΑΣΟΥ,103,0,0,2021-01-23T00:00:00,0,0
ΘΕΣΠΡΩΤΙΑΣ,402,36,158,2021-01-23T00:00:00,842,842
ΘΕΣΣΑΛΟΝΙΚΗΣ,202,37,1695,2021-01-23T00:00:00,16775,17107
ΘΗΡΑΣ,1202,-12,6,2021-01-23T00:00:00,131,131
ΙΘΑΚΗΣ,602,0,0,2021-01-23T00:00:00,0,0
ΙΩΑΝΝΙΝΩΝ,403,80,437,2021-01-23T00:00:00,4021,4363
ΚΑΒΑΛΑΣ,104,-18,209,2021-01-23T00:00:00,1531,1531
ΚΑΛΥΜΝΟΥ,1203,-14,35,2021-01-23T00:00:00,327,327
ΚΑΡΔΙΤΣΑΣ,501,-32,221,2021-01-23T00:00:00,1608,1608
ΚΑΡΠΑΘΟΥ,1204,-12,18,2021-01-23T00:00:00,93,93
ΚΑΣΤΟΡΙΑΣ,302,-7,96,2021-01-23T00:00:00,693,693
ΚΕΑΣ-ΚΥΘΝΟΥ,1205,0,0,2021-01-23T00:00:00,0,0
ΚΕΝΤΡΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,905,-128,1972,2021-01-23T00:00:00,28610,29354
ΚΕΡΚΥΡΑΣ,603,15,241,2021-01-23T00:00:00,1315,1315
ΚΕΦΑΛΛΗΝΙΑΣ,604,-41,57,2021-01-23T00:00:00,773,773
ΚΙΛΚΙΣ,203,-58,112,2021-01-23T00:00:00,1095,1095
ΚΟΖΑΝΗΣ,303,27,198,2021-01-23T00:00:00,1517,1517
ΚΟΡΙΝΘΙΑΣ,1003,9,136,2021-01-23T00:00:00,809,809
ΚΩ,1206,-18,30,2021-01-23T00:00:00,386,386
ΛΑΚΩΝΙΑΣ,1004,5,150,2021-01-23T00:00:00,1248,1248
ΛΑΡΙΣΑΣ,502,72,447,2021-01-23T00:00:00,3138,3585
ΛΑΣΙΘΙΟΥ,1302,-14,221,2021-01-23T00:00:00,1689,1689
ΛΕΣΒΟΥ,1102,-49,126,2021-01-23T00:00:00,1034,1034
ΛΕΥΚΑΔΑΣ,605,-9,68,2021-01-23T00:00:00,413,413
ΛΗΜΝΟΥ,1103,-2,46,2021-01-23T00:00:00,363,363
ΜΑΓΝΗΣΙΑΣ,503,13,176,2021-01-23T00:00:00,1195,1195
ΜΕΣΣΗΝΙΑΣ,1005,-1,218,2021-01-23T00:00:00,1573,1573
ΜΗΛΟΥ,1207,0,0,2021-01-23T00:00:00,0,0
ΜΥΚΟΝΟΥ,1208,0,0,2021-01-23T00:00:00,0,0
ΝΑΞΟΥ,1209,-10,19,2021-01-23T00:00:00,180,180
ΝΗΣΩΝ,906,-6,12,2021-01-23T00:00:00,118,118
ΝΟΤΙΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,907,-59,277,2021-01-23T00:00:00,2547,2547
ΞΑΝΘΗΣ,105,-10,112,2021-01-23T00:00:00,1122,1122
ΠΑΡΟΥ,1210,0,0,2021-01-23T00:00:00,0,0
ΠΕΙΡΑΙΩΣ,908,18,712,2021-01-23T00:00:00,5636,5636
ΠΕΛΛΑΣ,204,-8,196,2021-01-23T00:00:00,1483,1483
ΠΙΕΡΙΑΣ,205,34,195,2021-01-23T00:00:00,1069,1069
ΠΡΕΒΕΖΑΣ,404,8,72,2021-01-23T00:00:00,652,652
ΡΕΘΥΜΝΟΥ,1303,-21,121,2021-01-23T00:00:00,1048,1048
ΡΟΔΟΠΗΣ,106,1,97,2021-01-23T00:00:00,762,762
ΡΟΔΟΥ,1211,-6,94,2021-01-23T00:00:00,896,896
ΣΑΜΟΥ,1104,-18,36,2021-01-23T00:00:00,438,438
ΣΕΡΡΩΝ,206,-18,149,2021-01-23T00:00:00,1305,1305
ΣΠΟΡΑΔΩΝ,504,0,0,2021-01-23T00:00:00,0,0
ΣΥΡΟΥ,1212,-21,42,2021-01-23T00:00:00,394,394
ΤΗΝΟΥ,1213,0,0,2021-01-23T00:00:00,0,0
ΤΡΙΚΑΛΩΝ,505,-11,267,2021-01-23T00:00:00,1729,1729
ΦΘΙΩΤΙΔΑΣ,804,-5,216,2021-01-23T00:00:00,1586,1586
ΦΛΩΡΙΝΑΣ,304,-28,90,2021-01-23T00:00:00,681,681
ΦΩΚΙΔΑΣ,805,9,65,2021-01-23T00:00:00,391,391
ΧΑΛΚΙΔΙΚΗΣ,207,-3,134,2021-01-23T00:00:00,773,773
ΧΑΝΙΩΝ,1304,-19,340,2021-01-23T00:00:00,2456,2456
ΧΙΟΥ,1105,-24,50,2021-01-23T00:00:00,527,527
ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ,701,-22,122,2021-01-25T00:00:00,1437,1484
ΑΝΑΤΟΛΙΚΗΣ ΑΤΤΙΚΗΣ,901,-1,465,2021-01-25T00:00:00,2503,2919
ΑΝΔΡΟΥ,1201,0,0,2021-01-25T00:00:00,0,0
ΑΡΓΟΛΙΔΑΣ,1001,-28,119,2021-01-25T00:00:00,1259,1259
ΑΡΚΑΔΙΑΣ,1002,1,174,2021-01-25T00:00:00,1323,1323
ΑΡΤΑΣ,401,44,240,2021-01-25T00:00:00,1439,1487
ΑΧΑΪΑΣ,702,47,615,2021-01-25T00:00:00,4661,5326
ΒΟΙΩΤΙΑΣ,801,26,157,2021-01-25T00:00:00,1203,1203
ΒΟΡΕΙΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,902,996,2634,2021-01-25T00:00:00,24619,25127
ΓΡΕΒΕΝΩΝ,301,6,48,2021-01-25T00:00:00,516,516
ΔΡΑΜΑΣ,101,-5,143,2021-01-25T00:00:00,1295,1295
ΔΥΤΙΚΗΣ ΑΤΤΙΚΗΣ,903,-23,201,2021-01-25T00:00:00,1481,1774
ΔΥΤΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,904,22,847,2021-01-25T00:00:00,6132,6529
ΕΒΡΟΥ,102,-31,225,2021-01-25T00:00:00,2802,2802
ΕΥΒΟΙΑΣ,802,54,295,2021-01-25T00:00:00,2501,2501
ΕΥΡΥΤΑΝΙΑΣ,803,18,36,2021-01-25T00:00:00,361,361
ΖΑΚΥΝΘΟΥ,601,5,95,2021-01-25T00:00:00,716,716
ΗΛΕΙΑΣ,703,36,201,2021-01-25T00:00:00,1707,1707
ΗΜΑΘΙΑΣ,201,-11,188,2021-01-25T00:00:00,1624,1668
ΗΡΑΚΛΕΙΟΥ,1301,51,511,2021-01-25T00:00:00,5604,5723
ΘΑΣΟΥ,103,0,0,2021-01-25T00:00:00,0,0
ΘΕΣΠΡΩΤΙΑΣ,402,-44,114,2021-01-25T00:00:00,956,956
ΘΕΣΣΑΛΟΝΙΚΗΣ,202,229,1924,2021-01-25T00:00:00,17996,19031
ΘΗΡΑΣ,1202,12,18,2021-01-25T00:00:00,149,149
ΙΘΑΚΗΣ,602,0,0,2021-01-25T00:00:00,0,0
ΙΚΑΡΙΑΣ,1101,12,30,2021-01-25T00:00:00,177,177
ΙΩΑΝΝΙΝΩΝ,403,83,520,2021-01-25T00:00:00,4402,4883
ΚΑΒΑΛΑΣ,104,-17,192,2021-01-25T00:00:00,1723,1723
ΚΑΛΥΜΝΟΥ,1203,6,41,2021-01-25T00:00:00,368,368
ΚΑΡΔΙΤΣΑΣ,501,66,287,2021-01-25T00:00:00,1803,1895
ΚΑΡΠΑΘΟΥ,1204,6,24,2021-01-25T00:00:00,117,117
ΚΑΣΤΟΡΙΑΣ,302,-3,93,2021-01-25T00:00:00,786,786
ΚΕΑΣ-ΚΥΘΝΟΥ,1205,0,0,2021-01-25T00:00:00,0,0
ΚΕΝΤΡΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,905,1201,3173,2021-01-25T00:00:00,29989,32527
ΚΕΡΚΥΡΑΣ,603,3,244,2021-01-25T00:00:00,1559,1559
ΚΕΦΑΛΛΗΝΙΑΣ,604,38,95,2021-01-25T00:00:00,868,868
ΚΙΛΚΙΣ,203,27,139,2021-01-25T00:00:00,1234,1234
ΚΟΖΑΝΗΣ,303,-2,196,2021-01-25T00:00:00,1591,1713
ΚΟΡΙΝΘΙΑΣ,1003,1,137,2021-01-25T00:00:00,898,946
ΚΩ,1206,23,53,2021-01-25T00:00:00,439,439
ΛΑΚΩΝΙΑΣ,1004,32,182,2021-01-25T00:00:00,1430,1430
ΛΑΡΙΣΑΣ,502,101,548,2021-01-25T00:00:00,3516,4133
ΛΑΣΙΘΙΟΥ,1302,-14,207,2021-01-25T00:00:00,1896,1896
ΛΕΣΒΟΥ,1102,41,167,2021-01-25T00:00:00,1201,1201
ΛΕΥΚΑΔΑΣ,605,-4,64,2021-01-25T00:00:00,477,477
ΛΗΜΝΟΥ,1103,-2,44,2021-01-25T00:00:00,407,407
ΜΑΓΝΗΣΙΑΣ,503,38,214,2021-01-25T00:00:00,1409,1409
ΜΕΣΣΗΝΙΑΣ,1005,144,362,2021-01-25T00:00:00,1935,1935
ΜΗΛΟΥ,1207,0,0,2021-01-25T00:00:00,0,0
ΜΥΚΟΝΟΥ,1208,0,0,2021-01-25T00:00:00,0,0
ΝΑΞΟΥ,1209,5,24,2021-01-25T00:00:00,204,204
ΝΗΣΩΝ,906,0,12,2021-01-25T00:00:00,130,130
ΝΟΤΙΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,907,7,284,2021-01-25T00:00:00,2831,2831
ΞΑΝΘΗΣ,105,-31,81,2021-01-25T00:00:00,1203,1203
ΠΑΡΟΥ,1210,0,0,2021-01-25T00:00:00,0,0
ΠΕΙΡΑΙΩΣ,908,14,726,2021-01-25T00:00:00,6277,6362
ΠΕΛΛΑΣ,204,62,258,2021-01-25T00:00:00,1649,1741
ΠΙΕΡΙΑΣ,205,-21,174,2021-01-25T00:00:00,1159,1243
ΠΡΕΒΕΖΑΣ,404,5,77,2021-01-25T00:00:00,729,729
ΡΕΘΥΜΝΟΥ,1303,23,144,2021-01-25T00:00:00,1192,1192
ΡΟΔΟΠΗΣ,106,-1,96,2021-01-25T00:00:00,858,858
ΡΟΔΟΥ,1211,137,231,2021-01-25T00:00:00,1127,1127
ΣΑΜΟΥ,1104,12,48,2021-01-25T00:00:00,485,486
ΣΕΡΡΩΝ,206,-22,127,2021-01-25T00:00:00,1432,1432
ΣΠΟΡΑΔΩΝ,504,0,0,2021-01-25T00:00:00,0,0
ΣΥΡΟΥ,1212,17,59,2021-01-25T00:00:00,453,453
ΤΗΝΟΥ,1213,0,0,2021-01-25T00:00:00,0,0
ΤΡΙΚΑΛΩΝ,505,74,341,2021-01-25T00:00:00,1973,2070
ΦΘΙΩΤΙΔΑΣ,804,15,231,2021-01-25T00:00:00,1817,1817
ΦΛΩΡΙΝΑΣ,304,1,91,2021-01-25T00:00:00,772,772
ΦΩΚΙΔΑΣ,805,-9,56,2021-01-25T00:00:00,447,447
ΧΑΛΚΙΔΙΚΗΣ,207,-19,115,2021-01-25T00:00:00,886,888
ΧΑΝΙΩΝ,1304,42,382,2021-01-25T00:00:00,2748,2838
ΧΙΟΥ,1105,-2,48,2021-01-25T00:00:00,575,575
ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ,701,94,216,2021-01-26T00:00:00,1606,1700
ΑΝΑΤΟΛΙΚΗΣ ΑΤΤΙΚΗΣ,901,-32,433,2021-01-26T00:00:00,2888,3352
ΑΝΔΡΟΥ,1201,0,0,2021-01-26T00:00:00,0,0
ΑΡΓΟΛΙΔΑΣ,1001,29,148,2021-01-26T00:00:00,1407,1407
ΑΡΚΑΔΙΑΣ,1002,-19,155,2021-01-26T00:00:00,1478,1478
ΑΡΤΑΣ,401,-93,147,2021-01-26T00:00:00,1541,1634
ΑΧΑΪΑΣ,702,-94,521,2021-01-26T00:00:00,4946,5847
ΒΟΙΩΤΙΑΣ,801,-37,120,2021-01-26T00:00:00,1323,1323
ΒΟΡΕΙΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,902,-171,2463,2021-01-26T00:00:00,26459,27590
ΓΡΕΒΕΝΩΝ,301,6,54,2021-01-26T00:00:00,570,570
ΔΡΑΜΑΣ,101,1,144,2021-01-26T00:00:00,1439,1439
ΔΥΤΙΚΗΣ ΑΤΤΙΚΗΣ,903,-62,139,2021-01-26T00:00:00,1581,1913
ΔΥΤΙΚΟΥ ΤΟΜΕΑ ΑΘΗΝΩΝ,904,-117,730,2021-01-26T00:00:00,6777,7259
ΕΒΡΟΥ,102,30,255,2021-01-26T00:00:00,3057,3057
ΕΥΒΟΙΑΣ,802,-10,285,2021-01-26T00:00:00,2786,2786
ΕΥΡΥΤΑΝΙΑΣ,803,-18,18,2021-01-26T00:00:00,379,379
ΖΑΚΥΝΘΟΥ,601,-47,48,2021-01-26T00:00:00,764,764
